AccessionID,reason,collection_date,lineage
EPI_ISL_17206460,wastewater_or_cell_passaged,2021-08-19,AY.25.1
EPI_ISL_17206461,wastewater_or_cell_passaged,2021-08-20,B.1.617.2
EPI_ISL_17206462,wastewater_or_cell_passaged,2021-09-08,AY.103
EPI_ISL_17206463,wastewater_or_cell_passaged,2021-09-10,AY.117
EPI_ISL_17206464,wastewater_or_cell_passaged,2021-08-02,AY.117
EPI_ISL_17206465,wastewater_or_cell_passaged,2021-08-03,AY.25
EPI_ISL_17206466,wastewater_or_cell_passaged,2021-07-23,AY.3.3
EPI_ISL_17206467,wastewater_or_cell_passaged,2021-08-08,AY.48
EPI_ISL_17206468,wastewater_or_cell_passaged,2021-08-22,AY.44
EPI_ISL_17206469,wastewater_or_cell_passaged,2021-09-08,AY.47
EPI_ISL_17206470,wastewater_or_cell_passaged,2021-09-10,AY.103
EPI_ISL_17206471,wastewater_or_cell_passaged,2021-08-02,AY.103
EPI_ISL_17206472,wastewater_or_cell_passaged,2021-08-06,AY.103
EPI_ISL_17206473,wastewater_or_cell_passaged,2021-08-08,AY.44
EPI_ISL_17206474,wastewater_or_cell_passaged,2021-08-22,AY.100
EPI_ISL_17206475,wastewater_or_cell_passaged,2021-09-08,AY.103
EPI_ISL_17206476,wastewater_or_cell_passaged,2021-09-10,AY.103
EPI_ISL_17206477,wastewater_or_cell_passaged,2021-07-30,AY.44
EPI_ISL_17206478,wastewater_or_cell_passaged,2021-08-06,AY.25
EPI_ISL_17206479,wastewater_or_cell_passaged,2021-08-08,B.1.617.2
EPI_ISL_17206480,wastewater_or_cell_passaged,2021-08-16,AY.25
EPI_ISL_17206481,wastewater_or_cell_passaged,2021-09-14,AY.117
EPI_ISL_17206482,wastewater_or_cell_passaged,2021-09-10,AY.44
EPI_ISL_17206483,wastewater_or_cell_passaged,2021-07-31,AY.3
EPI_ISL_17206484,wastewater_or_cell_passaged,2021-08-05,AY.117
EPI_ISL_17206485,wastewater_or_cell_passaged,2021-08-06,AY.103
EPI_ISL_17206486,wastewater_or_cell_passaged,2021-07-29,AY.3.3
EPI_ISL_17206487,wastewater_or_cell_passaged,2021-08-13,AY.44
EPI_ISL_17206488,wastewater_or_cell_passaged,2021-09-14,AY.44
EPI_ISL_17206489,wastewater_or_cell_passaged,2021-09-13,AY.44
EPI_ISL_17206490,wastewater_or_cell_passaged,2021-07-31,AY.103
EPI_ISL_17206491,wastewater_or_cell_passaged,2021-08-05,AY.25
EPI_ISL_17206492,wastewater_or_cell_passaged,2021-07-29,AY.25
EPI_ISL_17206493,wastewater_or_cell_passaged,2021-09-14,AY.44
EPI_ISL_17206494,wastewater_or_cell_passaged,2021-09-16,AY.25
EPI_ISL_17206495,wastewater_or_cell_passaged,2021-07-31,AY.103
EPI_ISL_17206496,wastewater_or_cell_passaged,2021-08-03,AY.44
EPI_ISL_17206497,wastewater_or_cell_passaged,2021-08-05,AY.44
EPI_ISL_17206498,wastewater_or_cell_passaged,2021-07-29,AY.44
EPI_ISL_17206499,wastewater_or_cell_passaged,2021-08-19,B.1.617.2
EPI_ISL_17206500,wastewater_or_cell_passaged,2021-09-15,AY.117
EPI_ISL_17206501,wastewater_or_cell_passaged,2021-07-24,AY.3.3
EPI_ISL_17206502,wastewater_or_cell_passaged,2021-08-04,AY.103
EPI_ISL_17206503,wastewater_or_cell_passaged,2021-08-05,AY.44
EPI_ISL_17206504,wastewater_or_cell_passaged,2021-08-05,AY.103
EPI_ISL_17206505,wastewater_or_cell_passaged,2021-07-20,B.1.617.2
EPI_ISL_17206506,wastewater_or_cell_passaged,2021-08-17,AY.54
EPI_ISL_17206507,wastewater_or_cell_passaged,2021-09-15,AY.103
EPI_ISL_17206508,wastewater_or_cell_passaged,2021-07-22,AY.117
EPI_ISL_17206509,wastewater_or_cell_passaged,2021-08-06,B.1.617.2
EPI_ISL_17206510,wastewater_or_cell_passaged,2021-08-02,B.1.617.2
EPI_ISL_17206511,wastewater_or_cell_passaged,2021-08-21,AY.103
EPI_ISL_17206512,wastewater_or_cell_passaged,2021-07-29,AY.25
EPI_ISL_17206513,wastewater_or_cell_passaged,2021-08-27,AY.44
EPI_ISL_17206514,wastewater_or_cell_passaged,2021-07-11,AY.117
EPI_ISL_17206515,wastewater_or_cell_passaged,2021-08-14,AY.44
EPI_ISL_17206516,wastewater_or_cell_passaged,2021-08-19,AY.44
EPI_ISL_17206517,wastewater_or_cell_passaged,2021-08-21,AY.103
EPI_ISL_17206518,wastewater_or_cell_passaged,2021-07-04,AY.25
EPI_ISL_17206519,wastewater_or_cell_passaged,2021-08-26,AY.3
EPI_ISL_17206520,wastewater_or_cell_passaged,2021-08-15,AY.44
EPI_ISL_17206521,wastewater_or_cell_passaged,2021-08-19,AY.44
EPI_ISL_17206522,wastewater_or_cell_passaged,2021-07-28,AY.117
EPI_ISL_17206523,wastewater_or_cell_passaged,2021-08-14,AY.44
EPI_ISL_17206524,wastewater_or_cell_passaged,2021-08-20,AY.44
EPI_ISL_17206525,wastewater_or_cell_passaged,2021-08-05,AY.44
EPI_ISL_17206526,wastewater_or_cell_passaged,2021-07-11,AY.117
EPI_ISL_17206527,wastewater_or_cell_passaged,2021-08-22,AY.44
EPI_ISL_17206528,wastewater_or_cell_passaged,2021-08-16,AY.54
EPI_ISL_17206529,wastewater_or_cell_passaged,2021-08-19,AY.103
EPI_ISL_17206530,wastewater_or_cell_passaged,2021-07-28,AY.54
EPI_ISL_17206531,wastewater_or_cell_passaged,2021-08-14,AY.54
EPI_ISL_17206532,wastewater_or_cell_passaged,2021-08-20,AY.46.4
EPI_ISL_17206533,wastewater_or_cell_passaged,2021-08-05,AY.25
EPI_ISL_17206534,wastewater_or_cell_passaged,2021-07-11,AY.44
EPI_ISL_17206535,wastewater_or_cell_passaged,2021-08-26,AY.3
EPI_ISL_17206537,wastewater_or_cell_passaged,2021-08-19,AY.103
EPI_ISL_17206538,wastewater_or_cell_passaged,2021-07-29,AY.25
EPI_ISL_17206539,wastewater_or_cell_passaged,2021-08-09,AY.117
EPI_ISL_17206540,wastewater_or_cell_passaged,2021-08-20,AY.46.4
EPI_ISL_17206541,wastewater_or_cell_passaged,2021-07-07,AY.25
EPI_ISL_17206542,wastewater_or_cell_passaged,2021-09-08,AY.25
EPI_ISL_17206543,wastewater_or_cell_passaged,2021-08-23,AY.44
EPI_ISL_17206544,wastewater_or_cell_passaged,2021-08-25,AY.44
EPI_ISL_17206545,wastewater_or_cell_passaged,2021-09-02,AY.44
EPI_ISL_17206546,wastewater_or_cell_passaged,2021-07-29,AY.44
EPI_ISL_17206547,wastewater_or_cell_passaged,2021-08-11,AY.117
EPI_ISL_17206548,wastewater_or_cell_passaged,2021-08-20,AY.13
EPI_ISL_17206549,wastewater_or_cell_passaged,2021-09-08,AY.44
EPI_ISL_17206550,wastewater_or_cell_passaged,2021-08-27,AY.44
EPI_ISL_17206551,wastewater_or_cell_passaged,2021-08-15,AY.117
EPI_ISL_17206552,wastewater_or_cell_passaged,2021-09-02,AY.44
EPI_ISL_17206553,wastewater_or_cell_passaged,2021-07-29,AY.44
EPI_ISL_17206554,wastewater_or_cell_passaged,2021-08-11,AY.44
EPI_ISL_17206555,wastewater_or_cell_passaged,2021-08-20,AY.103
EPI_ISL_17206556,wastewater_or_cell_passaged,2021-08-09,AY.54
EPI_ISL_17206557,wastewater_or_cell_passaged,2021-09-09,AY.44
EPI_ISL_17206558,wastewater_or_cell_passaged,2021-08-11,AY.54
EPI_ISL_17206559,wastewater_or_cell_passaged,2021-08-21,AY.44
EPI_ISL_17206560,wastewater_or_cell_passaged,2021-09-03,AY.44
EPI_ISL_17206561,wastewater_or_cell_passaged,2021-07-29,AY.25
EPI_ISL_17206562,wastewater_or_cell_passaged,2021-08-13,AY.103
EPI_ISL_17206563,wastewater_or_cell_passaged,2021-08-22,AY.103
EPI_ISL_17206564,wastewater_or_cell_passaged,2021-08-09,B.1.617.2
EPI_ISL_17206565,wastewater_or_cell_passaged,2021-09-09,B.1.617.2
EPI_ISL_17206566,wastewater_or_cell_passaged,2021-08-26,AY.25.1
EPI_ISL_17206567,wastewater_or_cell_passaged,2021-08-15,AY.25
EPI_ISL_17206568,wastewater_or_cell_passaged,2021-09-03,AY.44
EPI_ISL_17206569,wastewater_or_cell_passaged,2021-07-29,AY.119
EPI_ISL_17206570,wastewater_or_cell_passaged,2021-08-12,AY.44
EPI_ISL_17206571,wastewater_or_cell_passaged,2021-08-22,AY.44
EPI_ISL_17206572,wastewater_or_cell_passaged,2021-07-29,AY.3.3
EPI_ISL_17206573,wastewater_or_cell_passaged,2021-08-22,AY.3
EPI_ISL_17206574,wastewater_or_cell_passaged,2021-08-25,AY.103
EPI_ISL_17206575,wastewater_or_cell_passaged,2021-08-15,AY.3
EPI_ISL_17206576,wastewater_or_cell_passaged,2021-08-31,AY.44
EPI_ISL_17206577,wastewater_or_cell_passaged,2021-08-13,AY.44
EPI_ISL_17206578,wastewater_or_cell_passaged,2021-08-12,AY.25.1
EPI_ISL_17206579,wastewater_or_cell_passaged,2021-08-21,AY.103
EPI_ISL_17206580,wastewater_or_cell_passaged,2021-07-26,AY.39
EPI_ISL_17206581,wastewater_or_cell_passaged,2021-08-22,AY.44
EPI_ISL_17206582,wastewater_or_cell_passaged,2021-08-19,B.1.617.2
EPI_ISL_17206583,wastewater_or_cell_passaged,2021-08-17,AY.47
EPI_ISL_17206584,wastewater_or_cell_passaged,2021-09-02,AY.44
EPI_ISL_17206585,wastewater_or_cell_passaged,2021-08-12,AY.117
EPI_ISL_17206586,wastewater_or_cell_passaged,2021-08-12,AY.103
EPI_ISL_17206587,wastewater_or_cell_passaged,2021-08-21,AY.44
EPI_ISL_17206588,wastewater_or_cell_passaged,2021-07-26,AY.47
EPI_ISL_17206589,wastewater_or_cell_passaged,2021-08-26,AY.44
EPI_ISL_17206590,wastewater_or_cell_passaged,2021-08-15,AY.117
EPI_ISL_17206591,wastewater_or_cell_passaged,2021-08-17,AY.47
EPI_ISL_17206592,wastewater_or_cell_passaged,2021-08-27,AY.44
EPI_ISL_17206593,wastewater_or_cell_passaged,2021-08-13,AY.103
EPI_ISL_17206594,wastewater_or_cell_passaged,2021-08-12,AY.25.1
EPI_ISL_17206595,wastewater_or_cell_passaged,2021-08-21,AY.44
EPI_ISL_17206596,wastewater_or_cell_passaged,2021-07-04,AY.25
EPI_ISL_17206597,wastewater_or_cell_passaged,2021-08-21,AY.117
EPI_ISL_17206598,wastewater_or_cell_passaged,2021-08-16,AY.44
EPI_ISL_17206599,wastewater_or_cell_passaged,2021-08-17,AY.103
EPI_ISL_17206600,wastewater_or_cell_passaged,2021-09-07,AY.44
EPI_ISL_17212963,wastewater_or_cell_passaged,2021-08-06,AY.44
EPI_ISL_17212964,wastewater_or_cell_passaged,2021-08-06,AY.44
EPI_ISL_17212965,wastewater_or_cell_passaged,2021-07-21,AY.25
EPI_ISL_17212966,wastewater_or_cell_passaged,2021-08-09,AY.44
EPI_ISL_17324524,wastewater_or_cell_passaged,2023-01-29,XBF.3
EPI_ISL_17375491,wastewater_or_cell_passaged,2021-06-02,A
EPI_ISL_17375492,wastewater_or_cell_passaged,2022-02-15,A
EPI_ISL_17422738,wastewater_or_cell_passaged,2022-10-21,XBB
EPI_ISL_17422739,wastewater_or_cell_passaged,2022-10-21,XBB.1
EPI_ISL_17422740,wastewater_or_cell_passaged,2022-10-21,XBB.1
EPI_ISL_17422741,wastewater_or_cell_passaged,2022-10-21,XBB.1
EPI_ISL_17422742,wastewater_or_cell_passaged,2022-10-21,XBB
EPI_ISL_17422744,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422745,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422746,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422747,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422748,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422749,wastewater_or_cell_passaged,2022-10-21,BF.7
EPI_ISL_17422750,wastewater_or_cell_passaged,2022-12-25,BF.7
EPI_ISL_17422751,wastewater_or_cell_passaged,2022-12-25,BF.7
EPI_ISL_17422752,wastewater_or_cell_passaged,2023-01-04,BQ.1.1
EPI_ISL_17422753,wastewater_or_cell_passaged,2023-01-04,BQ.1.1
EPI_ISL_17464025,wastewater_or_cell_passaged,2023-02-03,CH.1.1
EPI_ISL_17464026,wastewater_or_cell_passaged,2023-01-18,XBJ.1.1
EPI_ISL_17464027,wastewater_or_cell_passaged,2023-02-24,XBF
EPI_ISL_17464028,wastewater_or_cell_passaged,2023-02-24,XBK
EPI_ISL_17464029,wastewater_or_cell_passaged,2023-03-30,CJ.1.3
EPI_ISL_17528983,wastewater_or_cell_passaged,2021-01-18,B.1.351
EPI_ISL_17547886,wastewater_or_cell_passaged,2020-12-21,B.1.1.7
EPI_ISL_17668119,wastewater_or_cell_passaged,2020-01-22,A
EPI_ISL_17776133,wastewater_or_cell_passaged,2023-04-26,XBP
EPI_ISL_17777046,wastewater_or_cell_passaged,2023-04-17,B.1.258.17
EPI_ISL_17810322,wastewater_or_cell_passaged,2020-03-05,B.1.1.1
EPI_ISL_17810324,wastewater_or_cell_passaged,2021-07-30,AY.4
EPI_ISL_1785552,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785553,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785554,wastewater_or_cell_passaged,2020-11-17,B.1.1.7
EPI_ISL_1785555,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785556,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785557,wastewater_or_cell_passaged,2020-11-17,W.1
EPI_ISL_1785558,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785559,wastewater_or_cell_passaged,2020-11-17,B.1.160
EPI_ISL_1785560,wastewater_or_cell_passaged,2020-11-18,B.1.160
EPI_ISL_1785561,wastewater_or_cell_passaged,2020-11-18,B.1.1.241
EPI_ISL_17952197,wastewater_or_cell_passaged,2022-02-21,AY.57
EPI_ISL_18029488,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029494,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029499,Omicron before Sep 2021,2021-02-18,BA.1
EPI_ISL_18029502,Omicron before Sep 2021,2021-02-19,BA.1.17.2
EPI_ISL_18029521,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029522,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029527,Omicron before Sep 2021,2021-02-19,BA.2.10
EPI_ISL_18029531,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029567,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029585,Omicron before Sep 2021,2021-02-19,BA.1
EPI_ISL_18029617,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029618,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029645,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18029650,Omicron before Sep 2021,2021-02-19,BA.1.1
EPI_ISL_18032149,wastewater_or_cell_passaged,2021-05-08,P.1.16
EPI_ISL_18063219,wastewater_or_cell_passaged,2022-11-09,B.1.617.2
EPI_ISL_18063220,wastewater_or_cell_passaged,2022-11-09,B.1.617.2
EPI_ISL_18063223,wastewater_or_cell_passaged,2022-11-09,B.1.617.2
EPI_ISL_18063224,wastewater_or_cell_passaged,2022-11-09,B.1.617.2
EPI_ISL_18072209,wastewater_or_cell_passaged,2020-01-23,B
EPI_ISL_18251518,wastewater_or_cell_passaged,2020-03-26,B.1
EPI_ISL_18340385,wastewater_or_cell_passaged,2020-03-05,B.1.1.1
EPI_ISL_18340386,wastewater_or_cell_passaged,2021-02-23,B.1.1.7
EPI_ISL_18340387,wastewater_or_cell_passaged,2021-03-12,B.1.351
EPI_ISL_18340388,wastewater_or_cell_passaged,2021-06-04,B.1.617.2
EPI_ISL_18340390,wastewater_or_cell_passaged,2020-03-05,B.1.1.1
EPI_ISL_18340391,wastewater_or_cell_passaged,2021-02-23,B.1.1.7
EPI_ISL_18340392,wastewater_or_cell_passaged,2021-03-12,B.1.351
EPI_ISL_18340393,wastewater_or_cell_passaged,2021-06-04,B.1.617.2
EPI_ISL_18427939,wastewater_or_cell_passaged,2020-10-04,B.1.1
EPI_ISL_18427958,wastewater_or_cell_passaged,2020-09-23,B.1.1.294
EPI_ISL_18472861,wastewater_or_cell_passaged,2023-09-05,EG.5.1
EPI_ISL_18599124,wastewater_or_cell_passaged,2023-05-19,XBB.1.5.100
EPI_ISL_18704572,wastewater_or_cell_passaged,2021-07-17,AY.29
EPI_ISL_18704573,wastewater_or_cell_passaged,2021-07-17,AY.29
EPI_ISL_18704574,wastewater_or_cell_passaged,2023-06-07,XBB.1.16
EPI_ISL_18792207,wastewater_or_cell_passaged,2020-11-09,B.1.1
EPI_ISL_18792208,wastewater_or_cell_passaged,2020-11-09,B.1.1
EPI_ISL_18792209,wastewater_or_cell_passaged,2020-11-10,B.1.1
EPI_ISL_18792210,wastewater_or_cell_passaged,2020-11-09,B.1.1
EPI_ISL_18792213,wastewater_or_cell_passaged,2020-11-10,B.1.1
EPI_ISL_18792214,wastewater_or_cell_passaged,2020-11-11,B.1.1
EPI_ISL_18792215,wastewater_or_cell_passaged,2020-11-11,B.1.1
EPI_ISL_18796793,wastewater_or_cell_passaged,2021-02-06,B.1.1.7
EPI_ISL_18796794,wastewater_or_cell_passaged,2021-01-10,B.1.351
EPI_ISL_18796796,wastewater_or_cell_passaged,2021-01-10,B.1.351
EPI_ISL_18796801,wastewater_or_cell_passaged,2021-08-10,AY.43
EPI_ISL_18799157,wastewater_or_cell_passaged,2021-04-24,B.1.1.7
EPI_ISL_18934681,wastewater_or_cell_passaged,2021-10-17,A
EPI_ISL_18934682,wastewater_or_cell_passaged,2021-10-17,B
EPI_ISL_18934683,wastewater_or_cell_passaged,2021-10-17,A
EPI_ISL_18934686,wastewater_or_cell_passaged,2021-10-17,A
EPI_ISL_19030867,wastewater_or_cell_passaged,2020-02-01,A
EPI_ISL_19066289,wastewater_or_cell_passaged,2021-04-24,B.1.1.7
EPI_ISL_19167669,wastewater_or_cell_passaged,2022-07-19,BA.2
EPI_ISL_19167672,wastewater_or_cell_passaged,2022-07-19,BA.2.10
EPI_ISL_19175655,wastewater_or_cell_passaged,2024-01-04,EG.5.1.8
EPI_ISL_19175706,wastewater_or_cell_passaged,2024-01-24,HK.3.2
EPI_ISL_19175710,wastewater_or_cell_passaged,2024-01-26,HK.3.2
EPI_ISL_19216353,wastewater_or_cell_passaged,2023-11-25,A
EPI_ISL_19216354,wastewater_or_cell_passaged,2023-11-25,A
EPI_ISL_19216360,wastewater_or_cell_passaged,2023-05-04,A
EPI_ISL_19216361,wastewater_or_cell_passaged,2023-05-04,A
EPI_ISL_19216362,wastewater_or_cell_passaged,2023-05-04,A
EPI_ISL_19225685,wastewater_or_cell_passaged,2024-01-12,JN.1.23
EPI_ISL_19227369,wastewater_or_cell_passaged,2020-11-09,B.1.1
EPI_ISL_19227386,wastewater_or_cell_passaged,2021-08-03,AY.122
EPI_ISL_19227417,wastewater_or_cell_passaged,2022-02-24,BA.2
EPI_ISL_19266836,wastewater_or_cell_passaged,2020-08-08,B.1.1
EPI_ISL_19336595,Beta before Aug 2020,2020-06-01,B.1.351
EPI_ISL_19455282,wastewater_or_cell_passaged,2020-05-08,B.1.1.232
EPI_ISL_19537034,Delta before Jun 2020,2020-04-26,B.1.617.2
EPI_ISL_19552804,wastewater_or_cell_passaged,2024-10-05,AY.122
EPI_ISL_19552806,wastewater_or_cell_passaged,2024-10-05,B.1.1
EPI_ISL_19633699,Omicron before Sep 2021,2021-01-13,BA.1.15
EPI_ISL_19822527,wastewater_or_cell_passaged,2021-02-02,A.23.1
EPI_ISL_19822528,wastewater_or_cell_passaged,2021-02-02,A.23.1
EPI_ISL_19822529,wastewater_or_cell_passaged,2021-02-06,A.23.1
EPI_ISL_19822530,wastewater_or_cell_passaged,2021-02-05,A.23.1
EPI_ISL_20063416,wastewater_or_cell_passaged,2021-09-16,AY.20
EPI_ISL_20063418,wastewater_or_cell_passaged,2021-05-28,B.1.1.416
EPI_ISL_20063419,wastewater_or_cell_passaged,2020-03-30,B.1.609
EPI_ISL_20063420,wastewater_or_cell_passaged,2021-07-15,B.1.1.7
EPI_ISL_20185921,wastewater_or_cell_passaged,2022-10-06,BA.5.2
EPI_ISL_20185923,wastewater_or_cell_passaged,2022-10-06,BA.5.2
EPI_ISL_20185926,wastewater_or_cell_passaged,2022-10-06,BA.5.2
EPI_ISL_20185928,wastewater_or_cell_passaged,2022-10-06,BA.5.2
EPI_ISL_20346308,wastewater_or_cell_passaged,2023-11-23,B
EPI_ISL_2350786,wastewater_or_cell_passaged,2020-12-24,B.1.1.7
EPI_ISL_2374676,Alpha before Jul 2020,2020-04-07,B.1.1.7
EPI_ISL_2731457,wastewater_or_cell_passaged,2020-04-17,B.1.1
EPI_ISL_2731468,wastewater_or_cell_passaged,2020-12-04,P.2
EPI_ISL_2731474,wastewater_or_cell_passaged,2020-07-20,B.1.1.33
EPI_ISL_2731487,wastewater_or_cell_passaged,2020-08-14,B.1.1
EPI_ISL_2731492,wastewater_or_cell_passaged,2020-08-27,B.1.1.33
EPI_ISL_2756521,wastewater_or_cell_passaged,2021-04-23,P.1.15
EPI_ISL_2756556,wastewater_or_cell_passaged,2021-04-23,P.1.15
EPI_ISL_2756558,wastewater_or_cell_passaged,2021-04-23,B.1.1.7
EPI_ISL_2838050,wastewater_or_cell_passaged,2021-05-20,AY.71
EPI_ISL_2863796,wastewater_or_cell_passaged,2021-02-26,P.1
EPI_ISL_2896287,wastewater_or_cell_passaged,2020-08-13,B.1.1.354
EPI_ISL_2897078,wastewater_or_cell_passaged,2021-05-13,B.1.617.2
EPI_ISL_2968065,wastewater_or_cell_passaged,2020-12-07,B.1
EPI_ISL_2968067,wastewater_or_cell_passaged,2020-12-07,B.1
EPI_ISL_2968068,wastewater_or_cell_passaged,2020-12-07,B.1
EPI_ISL_2968069,wastewater_or_cell_passaged,2020-12-07,B.1
EPI_ISL_3013040,wastewater_or_cell_passaged,2020-03-05,B.1.1.1
EPI_ISL_3013041,wastewater_or_cell_passaged,2020-03-05,B.1.1.1
EPI_ISL_3045367,wastewater_or_cell_passaged,2021-03-12,A.2.5.1
EPI_ISL_3045368,wastewater_or_cell_passaged,2021-03-15,B.1.575
EPI_ISL_3045369,wastewater_or_cell_passaged,2021-03-16,B.1.637
EPI_ISL_3050767,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_3050768,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_3050769,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_3050814,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_3051479,wastewater_or_cell_passaged,2021-01-15,B.1
EPI_ISL_3105113,wastewater_or_cell_passaged,2020-03-30,B.1
EPI_ISL_3127444,wastewater_or_cell_passaged,2021-05-04,B.1.617.2
EPI_ISL_3127445,wastewater_or_cell_passaged,2021-05-04,B.1.617.2
EPI_ISL_3128603,wastewater_or_cell_passaged,2021-06-06,B.1
EPI_ISL_3128605,wastewater_or_cell_passaged,2021-06-06,B.1.1
EPI_ISL_3128627,wastewater_or_cell_passaged,2021-06-06,B.1.1
EPI_ISL_3128629,wastewater_or_cell_passaged,2021-06-06,B.1.1
EPI_ISL_3128630,wastewater_or_cell_passaged,2021-06-06,B.1
EPI_ISL_3138620,wastewater_or_cell_passaged,2021-06-06,B.1.1
EPI_ISL_3144944,wastewater_or_cell_passaged,2021-04-11,B.1.1.7
EPI_ISL_3164131,wastewater_or_cell_passaged,2021-04-13,P.2
EPI_ISL_3164132,wastewater_or_cell_passaged,2021-04-13,A
EPI_ISL_3164133,wastewater_or_cell_passaged,2021-04-13,B.1.1.7
EPI_ISL_3164135,wastewater_or_cell_passaged,2021-04-13,B.1
EPI_ISL_3183947,wastewater_or_cell_passaged,2021-05-11,P.2
EPI_ISL_3230207,wastewater_or_cell_passaged,2021-02-19,B.1.525
EPI_ISL_3230208,wastewater_or_cell_passaged,2021-04-07,B.1.351.3
EPI_ISL_3230209,wastewater_or_cell_passaged,2021-04-09,A.28
EPI_ISL_3230211,wastewater_or_cell_passaged,2021-04-28,B.1.617.2
EPI_ISL_3239896,wastewater_or_cell_passaged,2021-06-20,B.1.1.7
EPI_ISL_3259532,wastewater_or_cell_passaged,2020-12-31,B.1.1.7
EPI_ISL_3266067,wastewater_or_cell_passaged,2021-03-23,B.1.524
EPI_ISL_3267186,wastewater_or_cell_passaged,2021-05-28,B.1.466.2
EPI_ISL_3267187,wastewater_or_cell_passaged,2021-06-07,AY.23
EPI_ISL_3274158,wastewater_or_cell_passaged,2021-01-18,C.36
EPI_ISL_3274159,wastewater_or_cell_passaged,2021-08-01,B.1.1
EPI_ISL_3274160,wastewater_or_cell_passaged,2021-01-06,C.36.3
EPI_ISL_3274161,wastewater_or_cell_passaged,2021-03-02,C.36
EPI_ISL_3274162,wastewater_or_cell_passaged,2021-01-18,B.1.466
EPI_ISL_3274163,wastewater_or_cell_passaged,2020-12-01,C.36
EPI_ISL_3274164,wastewater_or_cell_passaged,2021-03-26,B.1
EPI_ISL_3274165,wastewater_or_cell_passaged,2021-03-26,A.28
EPI_ISL_3275250,wastewater_or_cell_passaged,2020-12-29,B.1.177
EPI_ISL_3275251,wastewater_or_cell_passaged,2020-12-29,B.1.160
EPI_ISL_3275252,wastewater_or_cell_passaged,2021-01-05,B.1.221
EPI_ISL_3275253,wastewater_or_cell_passaged,2020-12-28,B.1.177
EPI_ISL_3277339,wastewater_or_cell_passaged,2020-08-28,B.1.1
EPI_ISL_3277340,wastewater_or_cell_passaged,2020-08-29,B.1.221
EPI_ISL_3277342,wastewater_or_cell_passaged,2020-08-29,B.1.221
EPI_ISL_3277343,wastewater_or_cell_passaged,2020-08-29,B.1.1
EPI_ISL_3277344,wastewater_or_cell_passaged,2020-08-29,B.1.1
EPI_ISL_3277345,wastewater_or_cell_passaged,2020-08-29,B.1.1
EPI_ISL_3277347,wastewater_or_cell_passaged,2020-08-30,B.1.1
EPI_ISL_3277348,wastewater_or_cell_passaged,2020-08-30,B.1.1.277
EPI_ISL_3277349,wastewater_or_cell_passaged,2020-09-01,B.1.1.70
EPI_ISL_3277351,wastewater_or_cell_passaged,2020-09-02,B.1.1.232
EPI_ISL_3277352,wastewater_or_cell_passaged,2020-09-02,B.1.1
EPI_ISL_3277354,wastewater_or_cell_passaged,2020-09-02,B.1.221
EPI_ISL_3277355,wastewater_or_cell_passaged,2020-09-03,B.1.1.232
EPI_ISL_3277357,wastewater_or_cell_passaged,2020-08-11,B.1.1.39
EPI_ISL_3277358,wastewater_or_cell_passaged,2020-09-11,B.1.1.70
EPI_ISL_3277359,wastewater_or_cell_passaged,2020-09-14,B.1.1.232
EPI_ISL_3277361,wastewater_or_cell_passaged,2020-09-14,B.1.1.232
EPI_ISL_3277364,wastewater_or_cell_passaged,2020-10-21,B.1.160
EPI_ISL_3277365,wastewater_or_cell_passaged,2020-09-07,B.1.1.70
EPI_ISL_3277367,wastewater_or_cell_passaged,2020-10-09,B.1.221
EPI_ISL_3277369,wastewater_or_cell_passaged,2020-10-21,B.1.177
EPI_ISL_3277372,wastewater_or_cell_passaged,2020-11-13,B.1.177
EPI_ISL_3277373,wastewater_or_cell_passaged,2020-11-10,B.1.1.39
EPI_ISL_3277374,wastewater_or_cell_passaged,2020-11-10,B.1.1.39
